Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
530,123629840.0,1119612.9,203988460.0,0.5229394226615466,641.691,0.03721884639555846,21726507082049.465,24891387090577.727,36118340000000.0,15,4728422079452.023,0.1630441,-119147653.35844421,2016177018.6415567,1.75,0.033871094574182026,11118887000.0,[393.9661],1852054800.0,841095800.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[393.9661],[555.52014],0.8071051299404697,0.8071051299404697
531,123117336.0,1141128.1,204479440.0,0.5241895857245746,642.342,0.03724593788566817,21726390662539.5,24891387090577.727,36180582000000.0,15,4728422079452.023,0.1630441,-116419509.9651146,2016165962.034885,1.75,0.033871094574182026,11118887000.0,[394.83365],1852054800.0,843835500.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[394.83365],[556.6363],0.9722027756554,0.9722027756554
532,122785110.0,1162201.0,204790610.0,0.5248882091227955,642.757,0.037272938117670615,21726276972450.094,24891387090577.727,36242820000000.0,15,4728422079452.023,0.1630441,-113690089.406847,2016155158.5931528,1.75,0.033871094574182026,11118887000.0,[395.7542],1852054800.0,846575200.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[395.7542],[557.7523],1.002855011329783,1.002855011329783
533,122451730.0,1182916.5,205103280.0,0.525586783850026,643.374,0.0372998136302598,21726166011010.527,24891387090577.727,36305057000000.0,15,4728422079452.023,0.1630441,-110961439.5651226,2016144608.4348774,1.75,0.033871094574182026,11118887000.0,[396.6294],1852054800.0,849314940.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[396.6294],[558.8683],0.9765564681218518,0.9765564681218518
534,122117656.0,1202829.4,205417400.0,0.5262854072482469,645.46,0.03732653400406663,21726057779498.016,24891387090577.727,36367290000000.0,15,4728422079452.023,0.1630441,-108231512.51146126,2016134311.4885387,1.75,0.033871094574182026,11118887000.0,[397.17468],1852054800.0,852054660.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[397.17468],[559.9842],0.7855134938916941,0.7855134938916941
535,121596700.0,1221482.8,205919710.0,0.5275519724350871,647.735,0.037334677269171467,21725952277141.887,24891387090577.727,36429523000000.0,15,4728422079452.023,0.1630441,-105502356.12734222,2016124267.8726585,1.75,0.033871094574182026,11118887000.0,[397.67755],1852054800.0,854794400.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[397.67755],[561.1001],0.7609421094578748,0.7609421094578748
536,121164584.0,1239128.0,206334190.0,0.5285473428626347,650.941,0.037338613535531445,21725849505219.402,24891387090577.727,36491790000000.0,15,4728422079452.023,0.1630441,-102771922.48427963,2016114477.515721,1.75,0.033871094574182026,11118887000.0,[397.97134],1852054800.0,857534100.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[397.97134],[562.2178],0.6406529810960387,0.6406529810960387
537,120627310.0,1255939.6,206854690.0,0.5298614596072332,653.375,0.03735654879554569,21725749462959.938,24891387090577.727,36554060000000.0,15,4728422079452.023,0.1630441,-100042259.46374702,2016104940.5362525,1.75,0.033871094574182026,11118887000.0,[398.4385],1852054800.0,860273800.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[398.4385],[563.3345],0.7406039471452222,0.7406039471452222
538,120145830.0,1271916.2,207320160.0,0.5310045464910716,654.204,0.037374313707093036,21725652151640.8,24891387090577.727,36616324000000.0,15,4728422079452.023,0.1630441,-97311319.13725853,2016095656.8627408,1.75,0.033871094574182026,11118887000.0,[399.26608],1852054800.0,863013500.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[399.26608],[564.4511],0.9492711374176985,0.9492711374176985
539,119688380.0,1287046.9,207762500.0,0.5320736534692883,654.585,0.03739189914436277,21725557570491.414,24891387090577.727,36678590000000.0,15,4728422079452.023,0.1630441,-94581149.38628197,2016086626.6137173,1.75,0.033871094574182026,11118887000.0,[400.19427],1852054800.0,865753200.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[400.19427],[565.5677],1.0075001505745393,1.0075001505745393
540,119300140.0,1300928.5,208136850.0,0.5329328424653029,656.723,0.03740243945575174,21725465720789.133,24891387090577.727,36740850000000.0,15,4728422079452.023,0.1630441,-91849702.28232574,2016077849.7176738,1.75,0.033871094574182026,11118887000.0,[400.7279],1852054800.0,868492900.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[400.7279],[566.68427],0.7790356441640875,0.7790356441640875
541,118902450.0,1313376.6,208522100.0,0.5338220614624812,658.618,0.037395768488110756,21734383120035.426,24891387090577.727,36821573000000.0,3,4737428597698.599,0.1630441,8917399246.293148,2016069326.2931464,1.75,0.033871094574182026,11118887000.0,[401.3161],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[401.3161],[568.2349],0.9933850761943063,0.9933850761943063
542,118405500.0,1323817.8,209008590.0,0.5350165449123307,661.332,0.037334838491827636,21743301346794.25,24891387090577.727,36902384000000.0,3,4746435115945.174,0.1630441,8918226758.822536,2016896838.8225353,1.75,0.033871094574182026,11118887000.0,[401.72037],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[401.72037],[569.53613],0.7818800130554213,0.7818800130554213
543,117927330.0,1332654.0,209477920.0,0.5361565655237651,664.806,0.037350051218308505,21752220401142.395,24891387090577.727,36983190000000.0,3,4755441634191.749,0.1630441,8919054348.143036,2017724428.143034,1.75,0.033871094574182026,11118887000.0,[401.95398],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[401.95398],[570.83575],0.6823985045676383,0.6823985045676383
544,117383500.0,1340171.5,210014240.0,0.5374984734039623,667.254,0.03735285588413841,21761140283156.656,24891387090577.727,37064000000000.0,3,4764448152438.324,0.1630441,8919882014.261768,2018552094.2617693,1.75,0.033871094574182026,11118887000.0,[402.418],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[402.418],[572.1354],0.8158071395024047,0.8158071395024047
545,116837220.0,1345994.5,210554720.0,0.5388513322570312,668.249,0.03735886370953328,21770060992913.844,24891387090577.727,37144807000000.0,3,4773454670684.899,0.1630441,8920709757.185867,2019379837.1858666,1.75,0.033871094574182026,11118887000.0,[403.2083],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[403.2083],[573.435],1.0047233102296458,1.0047233102296458
546,116389944.0,1350692.2,210997300.0,0.539905156544218,668.655,0.03737222693837361,21778982530490.766,24891387090577.727,37225610000000.0,3,4782461188931.475,0.1630441,8921537576.922455,2020207656.9224544,1.75,0.033871094574182026,11118887000.0,[404.1309],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[404.1309],[574.73456],1.0812900239259644,1.0812900239259644
547,115955010.0,1353739.2,211429150.0,0.540925495189913,670.959,0.037351493096403274,21787904895964.246,24891387090577.727,37306413000000.0,3,4791467707178.05,0.1630441,8922365473.47866,2021035553.47866,1.75,0.033871094574182026,11118887000.0,[404.62723],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[404.62723],[576.03424],0.8345437791655721,0.8345437791655721
548,115603180.0,1355207.5,211779500.0,0.5416970764029544,673.384,0.037359274371015966,21796828089411.11,24891387090577.727,37387220000000.0,3,4800474225424.625,0.1630441,8923193446.86161,2021863526.8616123,1.75,0.033871094574182026,11118887000.0,[405.0964],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[405.0964],[577.3338],0.8187779520785055,0.8187779520785055
549,115149624.0,1354443.2,212233860.0,0.5427846783575765,676.058,0.03731920597805335,21805752110908.188,24891387090577.727,37468030000000.0,3,4809480743671.2,0.1630441,8924021497.078442,2022691577.0784411,1.75,0.033871094574182026,11118887000.0,[405.50967],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[405.50967],[578.63354],0.7864692982569952,0.7864692982569952
550,114680840.0,1352010.4,212705090.0,0.5439237255492001,679.359,0.0373331654265278,21814676960532.324,24891387090577.727,37548835000000.0,3,4818487261917.775,0.1630441,8924849624.136276,2023519704.1362755,1.75,0.033871094574182026,11118887000.0,[405.78214],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[405.78214],[579.93317],0.704884908715485,0.704884908715485
551,114249680.0,1348391.5,213139840.0,0.5449525329472491,681.837,0.037269850551708186,21823602638360.367,24891387090577.727,37629647000000.0,3,4827493780164.351,0.1630441,8925677828.042248,2024347908.0422466,1.75,0.033871094574182026,11118887000.0,[406.2394],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[406.2394],[581.23303],0.8120054975360305,0.8120054975360305
552,113800750.0,1343342.9,213593820.0,0.5460405242697955,682.679,0.03727849269446607,21832529144469.17,24891387090577.727,37710460000000.0,3,4836500298410.926,0.1630441,8926506108.803486,2025176188.8034859,1.75,0.033871094574182026,11118887000.0,[407.06406],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[407.06406],[582.5328],1.0246603887051244,1.0246603887051244
553,113405350.0,1337377.8,213995180.0,0.5469695561372361,683.267,0.03729176162326222,21841456478935.598,24891387090577.727,37791270000000.0,3,4845506816657.501,0.1630441,8927334466.427124,2026004546.4271255,1.75,0.033871094574182026,11118887000.0,[407.94577],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[407.94577],[583.83246],1.0576724342760915,1.0576724342760915
554,113097590.0,1330574.1,214309740.0,0.5476359106687286,685.51,0.037293036194827,21850384641836.52,24891387090577.727,37872080000000.0,3,4854513334904.076,0.1630441,8928162900.920296,2026832980.9202967,1.75,0.033871094574182026,11118887000.0,[408.4558],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[408.4558],[585.13214],0.842488258112551,0.842488258112551
555,112779700.0,1322843.8,214635380.0,0.5483374056553915,688.014,0.03703793632371874,21859313633248.81,24891387090577.727,37952960000000.0,3,4863519853150.651,0.1630441,8928991412.290134,2027661492.2901347,1.75,0.033871094574182026,11118887000.0,[408.90726],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[408.90726],[586.4342],0.8095435744778741,0.8095435744778741
556,112433210.0,1313559.8,214991150.0,0.5491321542599302,690.645,0.037032959714935955,21868243453249.35,24891387090577.727,38033840000000.0,3,4872526371397.227,0.1630441,8929820000.543774,2028490080.5437725,1.75,0.033871094574182026,11118887000.0,[409.33017],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[409.33017],[587.7351],0.7925400276991652,0.7925400276991652
557,112086150.0,1303584.1,215348200.0,0.5499327920543245,693.467,0.03702866754195765,21877174101915.04,24891387090577.727,38114720000000.0,3,4881532889643.802,0.1630441,8930648665.688343,2029318745.6883445,1.75,0.033871094574182026,11118887000.0,[409.7102],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[409.7102],[589.036],0.7677056629886099,0.7677056629886099
558,111770820.0,1293143.0,215673950.0,0.550640468256786,695.592,0.0369905611983012,21886105579322.77,24891387090577.727,38195600000000.0,3,4890539407890.377,0.1630441,8931477407.730988,2030147487.7309864,1.75,0.033871094574182026,11118887000.0,[410.24673],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[410.24673],[590.33704],0.8583891177028324,0.8583891177028324
559,111411496.0,1282096.1,216044320.0,0.5514862240594115,696.462,0.03698741887747442,21895037885549.45,24891387090577.727,38276484000000.0,3,4899545926136.952,0.1630441,8932306226.678833,2030976306.678834,1.75,0.033871094574182026,11118887000.0,[411.0651],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[411.0651],[591.638],1.0215448368645967,1.0215448368645967
560,110987950.0,1271297.8,216478670.0,0.552528854018774,697.0,0.03698488190209249,21903971020671.99,24891387090577.727,38357367000000.0,3,4908552444383.527,0.1630441,8933135122.539024,2031805202.5390244,1.75,0.033871094574182026,11118887000.0,[411.958],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[411.958],[592.93896],1.0647156084931613,1.0647156084931613
561,110614910.0,1260399.5,216862620.0,0.5534205552364699,698.922,0.036982874223732684,21912904984767.31,24891387090577.727,38438250000000.0,3,4917558962630.103,0.1630441,8933964095.318695,2032634175.318694,1.75,0.033871094574182026,11118887000.0,[412.54013],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[412.54013],[594.2399],0.8847610628624856,0.8847610628624856
562,110268990.0,1249634.1,217219280.0,0.5542316572938304,700.797,0.03698136846496283,21921839777912.332,24891387090577.727,38519137000000.0,3,4926565480876.678,0.1630441,8934793145.024982,2033463225.0249815,1.75,0.033871094574182026,11118887000.0,[413.1328],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[413.1328],[595.5409],0.8908721514867386,0.8908721514867386
563,109864030.0,1238276.8,217635620.0,0.5552266383534535,703.453,0.03698033116447693,21930775400183.996,24891387090577.727,38600020000000.0,3,4935571999123.253,0.1630441,8935622271.665024,2034292351.665025,1.75,0.033871094574182026,11118887000.0,[413.5501],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[413.5501],[596.84186],0.7893210985236717,0.7893210985236717
564,109553760.0,1226384.1,217957780.0,0.5559375268412908,705.915,0.03697973494484281,21939711851659.242,24891387090577.727,38680903000000.0,3,4944578517369.828,0.1630441,8936451475.245964,2035121555.2459636,1.75,0.033871094574182026,11118887000.0,[414.011],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[414.011],[598.1428],0.814544288143974,0.814544288143974
565,109154260.0,1214714.1,218368940.0,0.5569218489539856,707.712,0.03697955547056519,21948649132415.016,24891387090577.727,38761786000000.0,3,4953585035616.403,0.1630441,8937280755.774937,2035950835.774938,1.75,0.033871094574182026,11118887000.0,[414.6212],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[414.6212],[599.4438],0.9010093946885636,0.9010093946885636
566,108779860.0,1202949.1,218755100.0,0.5578326291999733,708.164,0.036979765364211895,21957587242528.273,24891387090577.727,38842670000000.0,3,4962591553862.979,0.1630441,8938110113.259087,2036780193.2590883,1.75,0.033871094574182026,11118887000.0,[415.53342],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[415.53342],[600.74475],1.0758931555683748,1.0758931555683748
567,108529070.0,1191533.6,219017310.0,0.5583688861737507,708.652,0.03698034637416148,21966526182075.98,24891387090577.727,38923552000000.0,3,4971598072109.554,0.1630441,8938939547.705555,2037609627.7055557,1.75,0.033871094574182026,11118887000.0,[416.43756],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[416.43756],[602.0457],1.0712124995250314,1.0712124995250314
568,108278940.0,1180267.9,219278700.0,0.5589050458055468,709.833,0.036932195554832195,21975465951135.1,24891387090577.727,39004480000000.0,3,4980604590356.129,0.1630441,8939769059.121483,2038439139.1214826,1.75,0.033871094574182026,11118887000.0,[417.1861],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[417.1861],[603.34827],0.9817655160252563,0.9817655160252563
569,108029250.0,1169397.5,219539280.0,0.5594412541083336,712.108,0.03693205258379748,21984406549782.617,24891387090577.727,39085410000000.0,3,4989611108602.704,0.1630441,8940598647.514011,2039268727.514011,1.75,0.033871094574182026,11118887000.0,[417.68896],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[417.68896],[604.65],0.8391873931999511,0.8391873931999511
570,107732200.0,1157470.0,219848240.0,0.5601269796940612,715.285,0.03716069672960998,21993347978095.508,24891387090577.727,39166272000000.0,3,4998617626849.279,0.1630441,8941428312.890285,2040098392.8902843,1.75,0.033871094574182026,11118887000.0,[417.98926],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[417.98926],[605.94946],0.7209507517394025,0.7209507517394025
571,107360150.0,1145331.2,220232460.0,0.561044233181791,717.468,0.03718423523741022,22002290236150.766,24891387090577.727,39247092000000.0,3,5007624145095.8545,0.1630441,8942258055.257446,2040928135.2574465,1.75,0.033871094574182026,11118887000.0,[418.5128],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[418.5128],[607.2486],0.8500481742012421,0.8500481742012421
572,106917280.0,1133063.0,220687570.0,0.5621798734040767,719.286,0.03720153473261052,22011233324025.387,24891387090577.727,39327910000000.0,3,5016630663342.43,0.1630441,8943087874.622643,2041757954.6226423,1.75,0.033871094574182026,11118887000.0,[419.1183],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[419.1183],[608.5484],0.8977896120249185,0.8977896120249185
573,106597064.0,1120466.4,221020380.0,0.5629461008081587,719.883,0.03720616760252261,22020177241796.38,24891387090577.727,39408730000000.0,3,5025637181589.005,0.1630441,8943917770.993015,2042587850.9930162,1.75,0.033871094574182026,11118887000.0,[419.99796],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[419.99796],[609.8482],1.0565572155768663,1.0565572155768663
574,106282140.0,1108059.1,221347730.0,0.563698310966965,720.362,0.03717455579416644,22029121989540.754,24891387090577.727,39489550000000.0,3,5034643699835.58,0.1630441,8944747744.375713,2043417824.3757148,1.75,0.033871094574182026,11118887000.0,[420.90414],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[420.90414],[611.14813],1.0719557577375007,1.0719557577375007
575,106052960.0,1095675.2,221589280.0,0.5641923215209529,722.128,0.03718971680771986,22038067567335.53,24891387090577.727,39570370000000.0,3,5043650218082.155,0.1630441,8945577794.777885,2044247874.7778842,1.75,0.033871094574182026,11118887000.0,[421.5213],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[421.5213],[612.44794],0.9045635234555112,0.9045635234555112
576,105800140.0,1083243.6,221854530.0,0.5647611880583924,724.051,0.0371794198512836,22047013975257.74,24891387090577.727,39651190000000.0,3,5052656736328.73,0.1630441,8946407922.206673,2045078002.2066724,1.75,0.033871094574182026,11118887000.0,[422.1032],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.1032],[613.7478],0.8841774364293823,0.8841774364293823
577,105506630.0,1069721.5,222161570.0,0.5654598114566134,727.238,0.0371807339680282,22055961213384.406,24891387090577.727,39732004000000.0,3,5061663254575.306,0.1630441,8947238126.669228,2045908206.6692266,1.75,0.033871094574182026,11118887000.0,[422.40128],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.40128],[615.04767],0.7198131381836734,0.7198131381836734
578,105235320.0,1055913.0,222446700.0,0.5660946758572261,729.257,0.037184794953801434,22064909281792.58,24891387090577.727,39812824000000.0,3,5070669772821.881,0.1630441,8948068408.172695,2046738488.1726954,1.75,0.033871094574182026,11118887000.0,[422.9616],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[422.9616],[616.34753],0.8716758573092404,0.8716758573092404
579,104734824.0,1042181.8,222960900.0,0.5674294777728043,731.126,0.03717119749581913,22073858180559.3,24891387090577.727,39893644000000.0,3,5079676291068.456,0.1630441,8948898766.724228,2047568846.7242281,1.75,0.033871094574182026,11118887000.0,[423.55563],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[423.55563],[617.64746],0.8912039711171094,0.8912039711171094
580,104445330.0,1028319.06,223264260.0,0.5681258136344698,731.7,0.03716254622725052,22082807909761.633,24891387090577.727,39974470000000.0,3,5088682809315.031,0.1630441,8949729202.330975,2048399282.3309743,1.75,0.033871094574182026,11118887000.0,[424.4405],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[424.4405],[618.9474],1.0595898436887472,1.0595898436887472
581,104198410.0,1014848.6,223524640.0,0.5686945828299282,731.982,0.03716801258787562,22091758469476.633,24891387090577.727,40055290000000.0,3,5097689327561.606,0.1630441,8950559715.000084,2049229795.0000854,1.75,0.033871094574182026,11118887000.0,[425.3909],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[425.3909],[620.24725],1.0975429520523226,1.0975429520523226
582,104008620.0,1001528.2,223727760.0,0.5690918354547213,733.436,0.0371653752285757,22100709859781.37,24891387090577.727,40136110000000.0,3,5106695845808.182,0.1630441,8951390304.738712,2050060384.7387116,1.75,0.033871094574182026,11118887000.0,[426.07812],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[426.07812],[621.5472],0.9451623960476369,0.9451623960476369
583,103759840.0,988257.2,223989820.0,0.5696713609390892,735.039,0.03714449841557066,22109662080752.926,24891387090577.727,40216975000000.0,3,5115702364054.757,0.1630441,8952220971.554005,2050891051.5540056,1.75,0.033871094574182026,11118887000.0,[426.7319],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[426.7319],[622.8485],0.9264029183609839,0.9264029183609839
584,103492510.0,974679.9,224270720.0,0.5703111411097466,737.084,0.037157962028328974,22118615132468.38,24891387090577.727,40297837000000.0,3,5124708882301.332,0.1630441,8953051715.453117,2051721795.4531193,1.75,0.033871094574182026,11118887000.0,[427.2864],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[427.2864],[624.1491],0.8686013281205676,0.8686013281205676
585,103191290.0,961291.44,224585330.0,0.571056342645915,738.94,0.0370763255675077,22127569015004.82,24891387090577.727,40378707000000.0,3,5133715400547.907,0.1630441,8953882536.443207,2052552616.4432058,1.75,0.033871094574182026,11118887000.0,[427.88336],1852054800.0,871232640.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[427.88336],[625.45],0.8933173433988508,0.8933173433988508
